id_pdl,moy,ecart,n_zero,n_jours,puissance,type_client,cv,conso_par_kva,ratio_chute,ratio_vs_pairs,fraude
PDL-000020,7.35298221614227,3.5646767608399412,0,731,12,residentiel,0.4847933336509745,0.6127485180118558,1.0234953023071347,0.6741709311659642,0
PDL-000021,96.69954856361149,103.70280788758099,0,731,36,professionnel,1.0724228750598828,2.68609857121143,0.9190417503647131,1.9168978021429701,0
PDL-000022,11.386730506155951,4.253683478043843,0,731,6,residentiel,0.37356495578289095,1.8977884176926585,0.9025888285955241,1.0440121412803531,0
PDL-000023,9.557428180574554,7.670426660721431,0,731,6,residentiel,0.8025617891967581,1.5929046967624256,0.9789042099958771,0.8762893839052777,0
PDL-000024,62.46088919288646,53.33776695483982,0,731,12,professionnel,0.8539386429502567,5.205074099407205,1.0795265381237191,1.23817683735077,0
PDL-000025,10.364801641586867,6.9494694432590975,0,731,12,residentiel,0.6704874520102367,0.8637334701322389,1.0017446504393155,0.9503148203893236,0
PDL-000026,894.4930095759235,766.2084089221322,0,731,250,industriel,0.856584009846415,3.577972038303694,0.9260189385582899,1.4700620336967873,0
PDL-000027,8.47906976744186,4.992317573023612,0,731,12,residentiel,0.5887812826111226,0.7065891472868217,0.998572559400994,0.7774182219546456,0
PDL-000028,10.775690834473323,4.2943602591995695,0,731,12,residentiel,0.39852296480715266,0.8979742362061103,0.9158932819963312,0.9879879088902266,0
PDL-000029,480.35477428180576,297.22521821610854,0,731,250,industriel,0.6187618696212601,1.9214190971272231,1.0825624844938333,0.7894430798419062,0
PDL-000030,12.779165526675786,9.141070453110396,0,731,9,residentiel,0.7153104351007058,1.419907280741754,0.7649344397579314,1.171679961870359,0
PDL-000031,711.4102735978112,455.0745422590171,0,731,120,industriel,0.6396794636624675,5.928418946648426,0.8262741837891641,1.1691731767627844,0
PDL-000032,85.84247606019152,71.00169329659693,0,731,36,professionnel,0.827116091651545,2.3845132238942086,1.013137658124249,1.7016755107397998,0
PDL-000033,54.28845417236662,67.24789960516071,0,731,36,professionnel,1.2387145780877766,1.5080126158990728,0.9005632685220628,1.0761727436223965,0
PDL-000034,6.173515731874145,3.679746950905373,0,731,6,residentiel,0.5960537092189901,1.0289192886456908,0.9664894253620339,0.5660295003010234,0
PDL-000035,9.23124487004104,8.229248752074415,0,731,9,residentiel,0.8914560135634046,1.0256938744490045,0.7165726696325359,0.8463827011840256,0
PDL-000036,12.691313269493845,11.118622730520427,0,731,9,residentiel,0.8760813396078009,1.4101459188326495,0.982427127030225,1.16362507525587,0
PDL-000037,36.96123119015048,34.63272067706768,0,731,36,professionnel,0.937001273006747,1.0267008663930688,1.0359866653538323,0.7326911437057028,0
PDL-000038,51.690916552667574,45.45168742118112,0,731,36,professionnel,0.8792973785804448,1.435858793129655,0.995387246719612,1.0246811469381645,0
PDL-000039,15.884514363885089,14.570972217852312,0,731,9,residentiel,0.9173067481987843,1.7649460404316766,0.7112044126121677,1.456399257475416,0
PDL-000040,11.590861833105336,7.7844777371245595,0,731,9,residentiel,0.6716047390790958,1.287873537011704,0.7851541527083536,1.062728276138872,0
PDL-000041,445.92058823529413,216.5914757693731,0,731,250,industriel,0.4857175952034908,1.7836823529411765,1.0139939419341042,0.732851928176867,0
PDL-000042,80.31727770177838,65.60708772772334,0,731,36,professionnel,0.8168489969409244,2.231035491716066,1.1128631810449994,1.592148209454842,0
PDL-000043,3.7404787961696306,2.193111298521,18,731,6,residentiel,0.5863183346385537,0.6234131326949385,0.8075110115137932,0.34295228777844666,0
PDL-000044,50.74351573187415,47.601638774952406,0,731,36,professionnel,0.9380831834056741,1.4095421036631708,0.8536284992439636,1.0059005985477787,0
PDL-000045,7.917742818057455,4.581908673242105,0,731,9,residentiel,0.5786887473526494,0.879749202006384,0.9558479220986538,0.7259519867549667,0
PDL-000046,42.88901504787962,37.24832423353595,0,731,12,professionnel,0.8684816891214074,3.5740845873233016,0.9569380330932992,0.8501989916454966,0
PDL-000047,13.214418604651163,16.668055405389463,0,731,9,residentiel,1.2613536701132428,1.4682687338501292,1.123961856052006,1.2115868954445113,0
PDL-000048,36.3354172366621,18.644684796512152,0,731,36,professionnel,0.513127031817866,1.0093171454628362,0.998884376405929,0.7202854871146265,0
PDL-000049,13.765595075239398,13.271680841207708,0,731,9,residentiel,0.9641196598234892,1.5295105639154887,0.7823355759989016,1.2621224663857111,0
PDL-000050,11.534911080711355,5.617723941829386,0,731,12,residentiel,0.487019267207298,0.9612425900592796,0.8546907308255851,1.0575983343367448,0
PDL-000051,9.22815321477428,2.70717226145759,0,731,6,residentiel,0.29336013376147735,1.5380255357957135,0.9907706879822574,0.8460992374071842,0
PDL-000052,14.251792065663475,10.390308125772064,0,731,9,residentiel,0.7290527449390173,1.5835324517403861,0.7532426183898587,1.3067002809552477,0
PDL-000053,11.34637482900137,9.86032826798689,0,731,12,residentiel,0.8690289556435118,0.9455312357501141,0.6533078304234087,1.0403120610074252,0
PDL-000054,55.83562243502052,19.382753002640218,0,731,36,professionnel,0.3471395528042544,1.5509895120839032,0.9833998355213062,1.1068426225027064,0
PDL-000055,15.855854993160053,10.796436496111134,0,731,9,residentiel,0.6809116569726789,1.7617616659066726,0.7959025936070412,1.4537715733493874,0
PDL-000056,14.59361149110807,12.733705626959475,0,731,6,residentiel,0.8725534207018022,2.432268581851345,1.0247370724839995,1.338040587999197,0
PDL-000057,13.953720930232558,9.38337665068331,0,731,9,residentiel,0.672464118896989,1.5504134366925064,0.7994515691216797,1.279371111780052,0
PDL-000058,14.132694938440492,11.503439258854387,0,731,12,residentiel,0.8139593551662527,1.1777245782033743,0.9842396066595269,1.2957806542243626,0
PDL-000059,1282.8085909712722,1044.468960824505,0,731,250,industriel,0.8142048378657104,5.131234363885089,0.9148127910757595,2.108242530571586,0
PDL-000060,62.193255813953485,58.19789745591557,0,731,12,professionnel,0.9357589773079298,5.182771317829457,0.8604630816755692,1.232871478189561,0
PDL-000061,11.141792065663473,8.51490760029935,35,731,12,residentiel,0.7642314225680448,0.9284826721386228,0.7583347873120005,1.0215545354204292,0
PDL-000062,44.23761969904241,38.764706237360656,0,731,12,professionnel,0.8762837264094427,3.6864683082535343,0.9778077470210628,0.8769326975435461,0
PDL-000063,77.74123119015047,56.52221350080017,0,731,36,professionnel,0.7270558059795859,2.1594786441708465,0.9334924737173338,1.5410826360399956,0
PDL-000064,77.94837209302325,43.45668912305756,0,731,12,professionnel,0.5575060512001012,6.495697674418604,1.277140310226427,1.5451888386784653,0
PDL-000065,63.713885088919284,34.1899418672423,0,731,36,professionnel,0.5366168115400075,1.769830141358869,0.9840986049973827,1.2630152685004197,0
PDL-000066,59.92601915184678,29.7398779399742,0,731,36,professionnel,0.4962765483323063,1.664611643106855,1.1064961298848406,1.1879275147575978,0
PDL-000067,16.86482900136799,13.091121484322679,0,731,36,professionnel,0.7762380207508058,0.46846747226022195,1.0599455846690717,0.3343154557228674,0
PDL-000068,9.9181121751026,8.546492687246209,0,731,6,residentiel,0.861705588357877,1.6530186958504334,0.9644859242060885,0.9093593216937587,0
PDL-000069,703.781340629275,655.0181091229632,0,731,250,industriel,0.93071252576445,2.8151253625171,0.9669481430212268,1.1566353429344578,0
PDL-000070,715.1088919288645,203.69752899827566,0,731,250,industriel,0.28484826758179715,2.860435567715458,1.003859828682474,1.1752517020585767,0
PDL-000071,280.59124487004107,140.42918475193116,0,731,120,industriel,0.5004760031517466,2.338260373917009,1.0189166657966024,0.46114003313086205,0
PDL-000072,49.870424076607385,17.845204058853007,0,731,12,professionnel,0.35783140787895606,4.155868673050615,0.9812682855154949,0.9885930981518563,0
PDL-000073,62.11291381668947,23.535736549398646,0,731,36,professionnel,0.378918571085852,1.7253587171302631,0.8574801369464303,1.2312788399584336,0
PDL-000074,84.07915184678522,78.18770953126459,0,731,36,professionnel,0.9299298079712266,2.335531995744034,0.8771638947756127,1.6667207218152116,0
PDL-000075,14.844350205198358,7.767414986360582,0,731,9,residentiel,0.5232573254463172,1.6493722450220398,0.9043439794744756,1.361030002006823,0
PDL-000076,14.940259917920656,17.338471289150004,0,731,9,residentiel,1.1605200568400234,1.6600288797689617,0.6347019598551265,1.3698236504113985,0
PDL-000077,14.643242134062927,18.378242295854257,0,731,12,residentiel,1.2550664755520924,1.2202701778385772,0.6301602937225754,1.3425910596026487,0
PDL-000078,9.743775649794802,2.4213217773765687,0,731,12,residentiel,0.24849933582240888,0.8119813041495668,0.9933312231911897,0.89337497491471,0
PDL-000079,6.770383036935704,4.221948146821748,0,731,12,residentiel,0.6235907368591976,0.5641985864113087,1.0768595673113677,0.6207543146698774,0
PDL-000080,3.7699316005471957,2.7181267967087805,0,731,6,residentiel,0.7210016214390339,0.6283219334245326,0.9558037752060791,0.34565271924543445,0
PDL-000081,10.956812585499316,10.614047068340017,0,731,9,residentiel,0.9687166760876308,1.2174236206110352,1.0244485860616646,1.004594370860927,0
PDL-000082,10.190041039671682,11.148805532111231,0,731,12,residentiel,1.0940883838158164,0.8491700866393068,0.9294164607750701,0.9342915914107965,0
PDL-000083,5.683406292749658,3.8762770972545386,0,731,9,residentiel,0.6820341354443583,0.6314895880832954,0.8283543756251859,0.5210929660846878,0
PDL-000084,9.188221614227086,7.506516793244266,0,731,6,residentiel,0.8169716739984961,1.5313702690378477,0.9988930570075641,0.8424380393337345,0
PDL-000085,9.736497948016416,7.694387568065348,0,731,12,residentiel,0.7902623313994434,0.8113748290013679,0.9839077575785223,0.8927077062010835,0
PDL-000086,566.0616963064296,545.7714421117962,0,731,250,industriel,0.9641554015630666,2.264246785225718,1.1044825480489713,0.9302988391877999,0
PDL-000087,11.695102599179208,6.869536510785907,0,731,12,residentiel,0.5873857413844346,0.974591883264934,0.7907303199345727,1.07228577162352,0
PDL-000088,18.76294117647059,19.89744547438501,0,731,6,residentiel,1.0604651630703361,3.1271568627450983,0.9792490546952144,1.7203128135661248,0
PDL-000089,70.55068399452804,48.2067415432369,0,731,36,professionnel,0.6832923341604434,1.9597412220702235,0.8689706116470851,1.39854273466262,0
PDL-000090,554.0198084815321,498.01942193955097,0,731,250,industriel,0.8989198839379624,2.2160792339261284,0.9762356192102257,0.9105084977140191,0
PDL-000091,19.99077975376197,20.639274419640685,0,731,9,residentiel,1.0324396883896776,2.2211977504179967,0.8354056423075674,1.8328893237005817,0
PDL-000092,11.789028727770178,5.856530041230143,0,731,12,residentiel,0.49677799388464716,0.9824190606475148,0.9400102695316919,1.0808975516756973,0
PDL-000093,21.460547195622436,15.121441502873457,0,731,36,professionnel,0.704615840641657,0.5961263109895121,0.8833020916770578,0.42541745399165637,0
PDL-000094,55.11321477428181,39.27869077808105,0,731,36,professionnel,0.7126909750946006,1.5309226326189391,0.982231479696385,1.0925221662266325,0
PDL-000095,119.06619699042407,139.82759302929668,0,731,36,professionnel,1.1743685156967123,3.3073943608451133,0.7677977657260101,2.3602771130862634,0
PDL-000096,13.199863201094391,10.644102218414433,0,731,9,residentiel,0.8063797371424227,1.4666514667882657,0.7404101806612884,1.2102523580172586,0
PDL-000097,62.73474692202462,50.54570991684169,0,731,36,professionnel,0.8057051697310081,1.7426318589451284,0.8357273906328531,1.243605583264092,0
PDL-000098,720.5792612859096,449.18083019483566,0,731,250,industriel,0.6233607520056157,2.8823170451436386,1.0015091579018733,1.1842420264278,0
PDL-000099,12.890861833105335,9.595849627737199,0,731,12,residentiel,0.7443916281139453,1.0742384860921113,0.7446005190158461,1.181921031507124,0
PDL-000100,99.9564295485636,72.47445883575666,0,731,36,professionnel,0.7250605004908175,2.7765674874601003,0.8825994609838813,1.9814597168016417,0
PDL-000101,16.9796853625171,10.01596520271329,0,731,12,residentiel,0.5898793168938028,1.4149737802097582,0.7924314414889141,1.556811910495685,0
PDL-000102,9.897140902872778,10.603814041434555,0,731,9,residentiel,1.0714017457664624,1.0996823225414198,0.9273822151210409,0.9074365342163354,0
PDL-000103,645.9523803009575,572.3710258914925,0,731,250,industriel,0.8860885776515252,2.5838095212038303,0.9944857916895915,1.0615958533948793,0
PDL-000104,16.032763337893297,10.350316600151247,0,731,9,residentiel,0.6455728424362358,1.7814181486548106,0.7935358065149795,1.4699917218543044,0
PDL-000105,8.649165526675787,0.8045727113852754,0,731,9,residentiel,0.09302316031573328,0.9610183918528653,1.0113730279144926,0.7930137467389122,0
PDL-000106,16.482818057455543,11.951438085922799,0,731,12,residentiel,0.7250846332382405,1.3735681714546286,0.8834291552210332,1.5112557696166968,0
PDL-000107,49.35068399452804,71.26957923206136,0,731,12,professionnel,1.4441457232885297,4.112556999544004,0.7885032041501374,0.9782901687605353,0
PDL-000108,15.54079343365253,7.612701457379613,0,731,6,residentiel,0.4898528179967199,2.5901322389420884,0.846333616451754,1.4248846076660644,0
PDL-000109,11.386730506155951,6.168079504612338,0,731,6,residentiel,0.5416901279324843,1.8977884176926585,0.9099470843846369,1.0440121412803531,0
PDL-000110,9.701039671682626,5.014165087065022,0,731,6,residentiel,0.5168688364095027,1.6168399452804376,0.9205705229793978,0.889456652618904,0
PDL-000111,63.87733242134063,48.54681184315351,0,731,12,professionnel,0.7600006137221632,5.32311103511172,1.0773567655424625,1.2662553232570197,0
PDL-000112,7.018782489740081,2.3566870804352105,0,731,6,residentiel,0.3357686441886708,1.169797081623347,0.8979600152116043,0.6435292494481234,0
PDL-000113,4.925266757865937,1.7956836462778982,0,731,9,residentiel,0.36458606905099855,0.5472518619851041,0.9426602779867738,0.4515816275336142,0
PDL-000114,8.108508891928864,4.673036423717085,0,731,9,residentiel,0.5763126717871129,0.9009454324365405,0.8378828266468716,0.7434427051976719,0
PDL-000115,17.09002735978112,15.477533731515791,0,731,9,residentiel,0.9056471008314417,1.8988919288645691,0.8099480820797594,1.5669288079470196,0
PDL-000116,59.855772913816686,44.793551328293006,0,731,12,professionnel,0.7483580805612349,4.9879810761513905,0.7489658861733896,1.1865350071266019,0
PDL-000117,13.335417236662108,10.814007427440744,0,731,9,residentiel,0.810923815545161,1.4817130262957898,0.8274183399119044,1.2226808649407988,0
PDL-000118,12.180300957592339,7.8032321134354214,0,731,9,residentiel,0.6406436212539919,1.3533667730658154,0.9230924432723002,1.1167720248846074,0
PDL-000119,53.60374829001368,23.86252803638458,0,731,12,professionnel,0.44516528783174936,4.466979024167807,0.9882634095604647,1.0625996585305533,0
PDL-000120,12.90812585499316,8.829789641486705,0,731,6,residentiel,0.6840489270617964,2.151354309165527,0.7985817678513722,1.1835039133052376,0
PDL-000121,14.144760601915184,14.630846548654711,0,731,9,residentiel,1.034365088276836,1.571640066879465,0.7873010135694816,1.2968869155127432,0
PDL-000122,11.276320109439125,10.957606853081762,0,731,9,residentiel,0.9717360581054652,1.2529244566043471,0.752631165847289,1.0338889725065221,0
PDL-000123,58.082900136798905,35.86014636898574,0,731,36,professionnel,0.6173959338209121,1.6134138926888584,1.1107138434868746,1.151390934788881,0
PDL-000124,7.968139534883721,4.914553153473015,0,731,12,residentiel,0.6167754884258227,0.6640116279069768,0.974765093494794,0.7305726971703792,0
PDL-000125,16.38612859097127,17.174831918537578,0,731,9,residentiel,1.0481323775282028,1.8206809545523635,1.033542438134002,1.502390628135661,0
PDL-000126,844.9314774281806,524.022809120853,0,731,120,industriel,0.6201956290182065,7.041095645234838,1.1138969368197917,1.3886097182932478,0
PDL-000127,12.095088919288646,7.840163916131384,0,731,9,residentiel,0.6482105231676536,1.3438987688098496,0.7574407010122375,1.1089592113184827,0
PDL-000128,11.949357045143639,11.409247522869233,0,731,6,residentiel,0.9548001185139988,1.9915595075239398,0.7278156413120285,1.0955975316074653,0
PDL-000129,440.67796169630645,333.44482999720833,0,731,250,industriel,0.7566632756348322,1.7627118467852259,0.8915382709144687,0.7242358896507852,0
PDL-000130,46.602626538987685,44.384837139347084,0,731,36,professionnel,0.9524106351004658,1.294517403860769,0.7227727154694176,0.9238147821125547,0
PDL-000131,13.339343365253077,6.410235873335848,0,731,12,residentiel,0.48055108095002036,1.111611947104423,0.8346750349818213,1.2230408388520968,0
PDL-000132,6.342544459644323,6.162152473437943,0,731,6,residentiel,0.9715584199126771,1.0570907432740537,0.9789774783312943,0.5815271924543447,0
PDL-000133,20.387729138166897,11.342149794435347,0,731,9,residentiel,0.5563223700673092,2.2653032375741,0.8405908258696619,1.8692843166767006,1
PDL-000134,11.33436388508892,5.871217602499451,0,731,6,residentiel,0.5180015095706794,1.88906064751482,0.6651827705298227,1.0392108167770417,1
PDL-000135,47.76670314637483,22.67675171088141,0,731,12,professionnel,0.47473972908265116,3.9805585955312357,0.8916584433079604,0.9468905453748679,0
PDL-000136,15.331518467852257,10.2777990031247,0,731,9,residentiel,0.6703705849277488,1.7035020519835842,0.8343663221024401,1.4056968693558096,0
PDL-000137,12.453064295485637,8.473528347272152,0,731,12,residentiel,0.6804372117747671,1.0377553579571364,0.7428387439346096,1.1417808047361027,0
PDL-000138,9.888809849521204,6.00483794274149,0,731,12,residentiel,0.6072356566783649,0.8240674874601003,0.868554663313615,0.9066726871362631,0
PDL-000139,8.166347469220247,6.0528864559780695,0,731,6,residentiel,0.7411987401701904,1.3610579115367079,1.0600361061674966,0.7487457355007023,0
PDL-000140,32.17906976744186,8.244694945837608,0,731,12,professionnel,0.25621296716847375,2.6815891472868216,0.9678712678342097,0.637893237646681,0
PDL-000141,582.2444322845417,141.24800305941733,0,731,250,industriel,0.24259227779165726,2.328977729138167,1.0002201778471271,0.9568944922651116,0
PDL-000142,53.0581805745554,47.5697931562849,0,731,36,professionnel,0.8965590723459049,1.4738383492932057,0.9318282854061529,1.0517847419128796,0
PDL-000143,30.259726402188782,13.135322594099808,0,731,36,professionnel,0.4340859669223476,0.8405479556163551,0.5036853321133171,0.5998456445290042,0
PDL-000144,10.491928864569084,7.637799096697178,0,731,12,residentiel,0.7279690126845776,0.874327405380757,0.8789576780366527,0.9619707003812964,0
PDL-000145,11.725485636114911,9.4433130724541,0,731,9,residentiel,0.805366478243627,1.3028317373461011,0.842278675462461,1.0750714930764598,0
PDL-000146,52.51462380300958,18.815802152604423,0,731,36,professionnel,0.3582964284993336,1.4587395500835993,1.0040598191185723,1.0410096887074276,0
PDL-000147,14.86235294117647,10.54287237984638,0,731,9,residentiel,0.7093676500332006,1.6513725490196078,0.7767668100187356,1.3626806140878986,0
PDL-000148,9.834281805745553,8.935569594032145,0,731,6,residentiel,0.9086143523781933,1.6390469676242587,1.1114851844294815,0.9016731888420627,0
PDL-000149,7.538344733242134,3.7750963876159136,0,731,9,residentiel,0.5007858516961586,0.837593859249126,0.9782537349638277,0.6911662151314468,0
PDL-000150,210.45803009575926,113.84177606795289,0,731,250,industriel,0.5409238887969939,0.841832120383037,0.9415879974708844,0.3458790134951091,0
PDL-000151,4.107619699042408,3.948988366775277,0,731,6,residentiel,0.9613812027671131,0.6846032831737346,0.34080968470802847,0.376614238410596,1
PDL-000152,514.934172366621,306.81000299630864,0,731,250,industriel,0.5958237372093983,2.0597366894664844,1.0131568905310198,0.8462728814483765,0
PDL-000153,11.723502051983584,10.32232817496654,0,731,12,residentiel,0.8804816282025584,0.9769585043319653,0.9447469000012289,1.0748896247240616,0
PDL-000154,6.545731874145007,5.01788784953149,0,731,6,residentiel,0.7665892746618067,1.090955312357501,1.0121568693941911,0.6001567830624122,0
PDL-000155,11.65890560875513,8.954910042494019,0,731,12,residentiel,0.7680746669541114,0.9715754673962609,0.8799097755858852,1.0689669877583783,0
PDL-000156,11.549616963064295,7.117513812194562,0,731,6,residentiel,0.6162553992012366,1.9249361605107158,0.8420012090910577,1.0589466686734896,0
PDL-000157,8.919165526675787,3.479401812658789,0,731,9,residentiel,0.3901039623328504,0.9910183918528652,1.0006645160510832,0.8177691651615492,0
PDL-000158,12.068166894664843,10.10126276818072,0,731,6,residentiel,0.8370171589726968,2.011361149110807,0.983050955535859,1.1064908187838651,0
PDL-000159,4.749575923392613,2.871115092556757,0,731,12,residentiel,0.6044992519049838,0.3957979936160511,1.1275916699194086,0.435473108569135,0
PDL-000160,14.628618331053351,6.093683401969974,0,731,6,residentiel,0.41655905322476144,2.4381030551755587,0.8489597726106352,1.3412502508528996,0
PDL-000161,15.052722298221616,11.866195388156198,0,731,9,residentiel,0.7883089286486149,1.6725246998024017,0.8101395699735949,1.3801349588601244,0
PDL-000162,706.8955540355678,501.8857635324076,0,731,250,industriel,0.7099857407041422,2.8275822161422712,0.9504271686093813,1.1617534230585171,0
PDL-000163,11.316538987688098,8.14944749313356,0,731,6,residentiel,0.7201360329337267,1.8860898312813497,1.0056187610831058,1.037576510134457,0
PDL-000164,11.782311901504789,6.0503195877195735,53,731,6,residentiel,0.5135086932257201,1.9637186502507982,0.7007305149541802,1.080281707806542,0
PDL-000165,9.61467852257182,6.1410238537114585,0,731,12,residentiel,0.6387133838426875,0.8012232102143183,0.8902201170242406,0.8815384808348383,0
PDL-000166,757.1614774281807,452.7571816796193,0,731,120,industriel,0.5979664776627055,6.309678978568172,1.0260798392909838,1.2443633761572277,0
PDL-000167,23.70077975376197,18.518536069524345,0,731,12,professionnel,0.7813471228340046,1.9750649794801642,0.8000478857706708,0.46982610874521913,0
PDL-000168,9.304281805745555,4.705834079177752,0,731,9,residentiel,0.5057708028868835,1.033809089527284,1.0452089945303533,0.8530792193457756,0
PDL-000169,249.67032831737347,220.94234940835545,0,731,250,industriel,0.8849363514574312,0.9986813132694939,0.8104380208321461,0.4103227936616195,0
PDL-000170,16.264897400820793,8.239533424357404,0,731,6,residentiel,0.5065837933869539,2.710816233470132,0.8166648427203127,1.4912753361428854,0
PDL-000171,6.9727906976744185,0.7563224895422068,0,731,12,residentiel,0.10846768852454688,0.5810658914728682,0.9715314087657192,0.6393124122014849,0
PDL-000172,41.605554035567714,32.889469086345315,0,731,12,professionnel,0.7905066967316142,3.467129502963976,0.9344309851622766,0.8247566433596775,0
PDL-000173,64.41807113543092,31.920398175759704,0,731,12,professionnel,0.4955193102359595,5.368172594619243,1.0732879551791816,1.2769745134494273,0
PDL-000174,18.24422708618331,16.812125012910503,0,731,9,residentiel,0.9215038232911842,2.027136342909257,0.7131206379440235,1.672753612281758,0
PDL-000175,525.9994254445965,278.8785888433993,0,731,250,industriel,0.5301880103912273,2.1039977017783857,0.3673720435953834,0.8644581643617557,1
PDL-000176,49.566238030095754,32.36480146140889,0,731,36,professionnel,0.6529606189147852,1.3768399452804376,1.2269425103552432,0.9825631468991145,0
PDL-000177,44.97606019151847,14.551425390490165,0,731,12,professionnel,0.3235371290532525,3.7480050159598726,0.9227880612877515,0.8915709763986905,0
PDL-000178,43.42900136798905,15.147657966764363,0,731,36,professionnel,0.3487913028073794,1.206361149110807,0.8880339862078617,0.8609032669557802,0
PDL-000179,709.4310123119016,614.3517618248768,34,731,120,industriel,0.8659781587822338,5.91192510259918,0.8608454398820018,1.1659203432134635,0
PDL-000180,33.423324213406296,31.17313563368045,0,731,36,professionnel,0.9326760987220032,0.9284256725946194,0.6900016072658011,0.6625583849840222,0
PDL-000181,34.15634746922025,16.70164430210895,0,731,36,professionnel,0.48897629692869,0.9487874297005625,0.9861634347720544,0.6770892766878767,0
PDL-000182,17.827756497948016,18.783029980111742,0,731,9,residentiel,1.0535834939339495,1.9808618331053351,0.9626003339977374,1.6345687838651413,0
PDL-000183,9.811997264021887,6.205008083841671,0,731,12,residentiel,0.6323899117454778,0.8176664386684905,0.7554605747973472,0.899629991972707,0
PDL-000184,14.090642954856362,6.345143607063742,0,731,6,residentiel,0.45030901906977056,2.3484404924760605,0.8442873942609774,1.2919250451535218,0
PDL-000185,16.537606019151845,16.776548247786852,0,731,6,residentiel,1.014448417041638,2.756267669858641,0.8501629378818515,1.5162790989363832,0
PDL-000186,15.644801641586868,18.06390680623755,0,731,6,residentiel,1.1546267712477887,2.607466940264478,0.8983486091574853,1.4344207806542242,0
PDL-000187,58.43134062927496,31.081368424375366,0,731,36,professionnel,0.5319297501930521,1.623092795257638,1.0034155234697668,1.1582981522901665,0
PDL-000188,252.96259917920656,324.9690678402502,0,731,250,industriel,1.2846526280749986,1.0118503967168262,0.6649703401191833,0.41573350380335844,0
PDL-000189,6.497619699042408,8.550279259901181,0,731,9,residentiel,1.3159094646861658,0.7219577443380454,0.34761281085522305,0.5957455348183824,0
PDL-000190,7.838522571819426,4.566530502242864,0,731,6,residentiel,0.5825754101493786,1.306420428636571,0.973227983002756,0.7186885410395344,0
PDL-000191,10.71437756497948,9.803292219704595,0,731,9,residentiel,0.914966096747158,1.1904863961088312,1.1572393192957362,0.9823662954043748,0
PDL-000192,8.305102599179206,6.06815815382806,0,731,9,residentiel,0.7306542070206065,0.9227891776865784,0.9911192938755619,0.7614677403170779,0
PDL-000193,7.179493844049247,5.165805976543334,0,731,9,residentiel,0.7195223073873144,0.7977215382276941,1.061102786934372,0.6582643487858718,0
PDL-000194,209.54352941176472,201.79259318206567,0,731,36,professionnel,0.9630103766436613,5.820653594771242,3.7665534700870387,4.153830467144956,0
